engagement,procedural,procedural_question,question,weak_question,topic_intro,uids_str,committee_position,committee_position_next,committee_position_prev,pid,pid_next,pid_prev,simple_label,simple_label_next,simple_label_prev,text,text_next,text_prev,uid_next,uid_prev,uids,vid
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[1676267],Vice-Chair,Not In Committee,Chair,65,11,103,Legislator,Bill Author,Legislator,"Assemblyman, thank you, this is actually very exciting for me, we did something very similar at the County of Orange. We got it allocated, and then I left to the Senate, and so I'm not, so they're working on that pilot over there. I just have a question, is, what's the criteria and who could apply for these grants? Or is that left to the department?","The dental director will be able to help participate in this opportunity to help facilitate the criteria related to the question that you had at hand. And I don't know if Dr. Glassman, you might want to add an additional item.","Opposition, questions, comments? Yes, Senator Nguyen.",1676275,1676263,[1676267],1588
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[3241792, 3241800, 3241812]",Not In Committee,Not In Committee,Not In Committee,3,11,11,Legislator,Bill Author,Bill Author,"I will just make a quick comment and let you respond in your close. In the analysis on page seven, it does point out that SB 669 by Senator Huff, established a training program for people who wanted to be able to receive an EpiPen. In these organizations, they have to have one person who is trained in order to get the EpiPen., However, we really don't have resolved the issue of the fact that that trained person may not be there when the emergency arrives. I don't see that as an insurmountable problem. I support the bill. I think we need to figure out, going forward, how we uphold the Senate bill that we supported and passed, along with this idea that, basically untrained people now will be., Which I think is probably okay, there's not a great deal of risk to using the Epi-pen, but would you like to address that in your close?","Sure, thank you very much members and for your comments Assemblymember Baker. Certainly, as you know, this is double-referred also to Judiciary, and this issue in clarification I'm happy to work with you to clarify and work on these issues. I do think it's important that we talk about who is liable and talk about the Good Samaritan law, too.",Thank you very much.,3241814,3241790,"[3241792, 3241800, 3241812]",4629
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[13369976],Member,Member,Member,62,71,71,Legislator,Bill Author,Bill Author,"Yes, please Senator, would you like to close?","Yeah, I appreciate the comments from the Senator from Orinda. And we've discussed this already with the opponents of the bill.",May I?,13369977,13369975,[13369976],27539
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[13369976],Member,Member,Member,62,71,71,Legislator,Bill Author,Bill Author,"Yes, please Senator, would you like to close?","Yeah, I appreciate the comments from the Senator from Orinda. And we've discussed this already with the opponents of the bill.",May I?,13369977,13369975,[13369976],27539
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[6141801],Member,Member,Member,100,1,68,Legislator,Bill Author,Legislator,Senator Hall?,"Thank you, Madame President and Senators. SB 1199 is a district bill that will allow two billboards located in the City of Inglewood to advertise businesses located within the city, which acts as the successor agency to the now dissolved RDA. I respectfully ask for your aye vote.","And I think it would be wonderful if people who live in the urban areas where, they don't have that opportunity were able to, at least one day of the year, to be availed of that opportunity. And to be more aware in education, of what goes on, those skies above us. There truly is a beauty there. And I would that more could appreciate it, I urge an aye vote.",6141803,6141767,[6141801],6916
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[14079459],Member,Not In Committee,Not In Committee,101330,30,753,Legislator,Bill Author,Lobbyist,"Very good, thank you very much. Is there anyone else who would like to speak in support? Anyone in opposition? Seeing no opposition, we do have a motion and a second. Any questions or concerns, Committee? Would you like to close?",Just respectfully ask for your aye vote.,"Thank you, I will do that.",14079463,14946622,[14079459],27661
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[5838983],Member,Member,Chair,15,3,72,Legislator,Bill Author,Legislator,"And I could appreciate that but to the oppositions comment, should we applied that standard across the board then? So, who ever is developing the clinical path way should they have to abide by that same standards.","That's already the best practice standard out there. The doctors, the hospitals, the process that is in place is completely transparent currently. We're asking the plans who are new to this world to come in really alignment with what doctors and researchers have been doing already.","Okay, anyone else? Anybody in-between? I'll bring it back to the Committee for questions and comments. Ms. Olsen.",5838987,5838963,[5838983],6812
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[6938725],Member,Member,Member,64,10481,4657,Legislator,Bill Author,Legislator,Senator Glazer?,"Madame President and members, Senate Bill 1389 will require the electronic recording of interrogations for any person suspected of homicide.",I'm not feeling comfortable and therefore I'm just voicing my frustrations and I want to thank you for giving me that platform and thank you Madame President.,6973904,6938503,[6938725],7205
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[1137068],Not In Committee,Not In Committee,Not In Committee,80,9,9,Legislator,Bill Author,Bill Author,"Thank you so much. Any individuals from the public and opposition? Seeing none, questions or comments from the committee members? Seeing none. We have a motion and a second, Mr Alejo would you like to close?",I respectfully ask for your aye vote.,You want to report finance while you're up there?,1137078,1136874,[1137068],1105
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[14628238, 14628239]",Member,Not In Committee,Chair,100942,34362,20,Legislator,Bill Author,Legislator,"Similar point, you know that there are due process protections in the bill, which is true. But there's a big difference when it comes to due processes as to whether that process occurs pre-deprivation or post-deprivation. And so my understanding is in the current State of the bill, there's no pre-deprivation. And by that, I mean we have a property interest at stake here which you're depriving the licensee., There's no pre-deprivation process in the current form of the bill, is that right? Do you want to answer that? Aside from I suppose that the local law enforcement has to provide an affidavit but there's no opportunity by the licensee to be heard or anything like that?","No, at the outset, correct. But the local municipality under penalty of perjury, there are findings that need to be done. And if you want to give a specific.",Thank you. Mister Kiley.,14628241,14628236,"[14628238, 14628239]",30062
